name,equipment,primary_muscle,secondary_muscle,video,thumbnail,howTo
Single Arm Lateral Raise (Cable),Machine,Shoulders,None,assets/media/exercises/ex_0326_video.mp4,assets/media/exercises/ex_0326_thumbnail.jpg,"1. Select the appropriate load, set the pulley to the lowest position, and attach a handle. | 2. Stand with your left side facing the cable attachment and grab the handle with your right hand. | 3. Take a lateral step away to lift the weight off its stack and maintain a slight bend in your right arm. | 4. Breathe in, engage your abs, and lift your arm to the side until the wrist and elbow align with your shoulder. Exhale at the top. | 5. Slowly lower your arm as you breathe in. | 6. Once finished training one side, turn your body 180 degrees, grab the handle with your left hand, and repeat."
Single Arm Tricep Extension (Dumbbell),Dumbbell,Triceps,None,assets/media/exercises/ex_0327_video.mp4,assets/media/exercises/ex_0327_thumbnail.jpg,"1. Grab a dumbbell and sit on a flat gym bench or chair. | 2. Lift the weight overhead and straighten your arm. | 3. Bring your shoulders back, engage your midsection, and inhale. | 4. Lower the dumbbell behind your head while keeping your elbow steady. | 5. Bend your arm until you feel a stretch in your tricep, and extend your elbow as you exhale. | 6. Once finished, grab the weight with your other hand, and do the same number of reps."
Single Arm Triceps Pushdown (Cable),Machine,Triceps,None,assets/media/exercises/ex_0328_video.mp4,assets/media/exercises/ex_0328_thumbnail.jpg,"1. Select the appropriate load, set the pulley to the highest position, and attach a rope. | 2. Grab the rope with your right hand, position your elbow to your side, and step back. | 3. Grab the cable machine's pillar with your left hand, take a deep breath, and engage your abs. | 4. Slowly extend your arm and flex your triceps as you exhale. | 5. Bend your arm as you breathe in. | 6. Once finished, grab the rope with your left hand and repeat."
Single Leg Extensions,Machine,Quadriceps,None,assets/media/exercises/ex_0329_video.mp4,assets/media/exercises/ex_0329_thumbnail.jpg,"1. Select the appropriate load on a leg extension machine. | 2. Set the pad to be just over your feet as you sit down. | 3. Adjust the back support to have your knees just in front of the edge of the seat. | 4. Sit down, position one leg against the pad, grab the handles to your sides, bring your shoulders back, and inhale. | 5. Extend your leg fully and exhale. | 6. Bend the leg as you inhale. | 7. Once finished training one side, position your opposite shin against the pad, and do the same number of reps."
Single Leg Glute Bridge,None,Glutes,"Hamstrings, Quadriceps",assets/media/exercises/ex_0330_video.mp4,assets/media/exercises/ex_0330_thumbnail.jpg,"1. Place an exercise mat and lie down with your arms to your sides and hands flat on the floor. | 2. Bend your knees and place your feet flat on the floor. | 3. Raise one leg in the air. | 4. Take a breath and press through the heel of your planted foot, engaging your posterior chain to drive your hips toward the ceiling. | 5. Extend your hips until they align with your knee and shoulders, and exhale at the top. | 6. Lower your buttocks to the floor, breathing in on the way down. | 7. Switch feet position and do the same number of reps for your opposite side."
Single Leg Hip Thrust,None,Glutes,"Hamstrings, Quadriceps",assets/media/exercises/ex_0331_video.mp4,assets/media/exercises/ex_0331_thumbnail.jpg,"1. Sit on the floor with your back against a flat gym bench. | 2. Bring your arms to your sides and place them flat on the gym bench. | 3. Bend your knees and have your feet flat on the floor. | 4. Lift one foot off the floor, take a breath, and engage your abs. | 5. Press through your other foot and extend your hips until they align with your torso. Breathe out. | 6. Lower your buttocks to the floor as you breathe in. | 7. Once finished, plant the opposite foot on the floor and do the same number of reps."
Single Leg Hip Thrust (Dumbbell),Dumbbell,Glutes,"Hamstrings, Quadriceps",assets/media/exercises/ex_0332_video.mp4,assets/media/exercises/ex_0332_thumbnail.jpg,"1. Place a dumbbell next to a flat gym bench. | 2. Sit on the floor, position your upper back against the bench's edge, grab the weight, and place it over your hips. | 3. Bend your right knee and plant the foot on the floor. Keep your left leg straight. | 4. Take a deep breath, engage your abs, and push through your right heel to drive your hips toward the ceiling. Hold the dumbbell with both hands for safety. | 5. Pause briefly at the top as you exhale. | 6. Lower your buttocks to the floor as you breathe in. | 7. Repeat. | 8. Once finished training your right side, plant your left foot on the floor and extend your right leg. Repeat for the same number of reps."
Single Leg Press (Machine),Machine,Quadriceps,"Glutes, Hamstrings",assets/media/exercises/ex_0333_video.mp4,assets/media/exercises/ex_0333_thumbnail.jpg,"1. Set the appropriate load on the machine and sit down. | 2. Place one foot flat on the platform and grab the handles to your sides. Keep your other foot on the floor. | 3. Engage your abs and take a breath. | 4. Extend your leg and remove the safety. | 5. Slowly bend your knee, bringing yourself close to the platform as you breathe in. | 6. Press through your heel and extend your leg as you exhale. | 7. Once finished training one leg, place the opposite foot on the platform and do the same number of reps."
Single Leg Romanian Deadlift (Barbell),Barbell,Hamstrings,"Glutes, Lower Back, Upper Back, Lats",assets/media/exercises/ex_0334_video.mp4,assets/media/exercises/ex_0334_thumbnail.jpg,"1. Grab a barbell with a double overhand grip (palms facing back). Your hands should be shoulder-width apart. | 2. Stand tall with your feet close, back straight, shoulders back, and abs engaged. | 3. Take a breath and lean forward by hinging at the hip. Simultaneously raise your right foot off the floor, bringing the right leg back for balance. | 4. Lean forward until you feel a stretch in your left hamstring. Lower the barbell in a straight line, keeping it close to your body. | 5. Straighten your body and bring your right leg forward as you exhale. | 6. Take another breath and repeat. | 7. Once finished training one side, do the same number of reps by raising your left foot and extending the leg back."
Single Leg Romanian Deadlift (Dumbbell),Dumbbell,Hamstrings,"Glutes, Lower Back",assets/media/exercises/ex_0335_video.mp4,assets/media/exercises/ex_0335_thumbnail.jpg,"1. Grab a dumbbell with your right hand and position it in front of your hip (upper thigh). | 2. Raise your right foot off the floor and support yourself on the left. | 3. Bring your shoulders back, engage your abs, and inhale. | 4. Slowly lean your torso forward by hinging at the hips. Allow your right leg to move behind your body for balance. | 5. Lean forward until you feel a stretch at the back of your left thigh. | 6. Straighten your body, squeeze your glutes, and exhale. | 7. Once finished, grab the weight with your left hand, plant your right foot on the floor, lift your left one in the air, and do the same number of reps."
Single Leg Standing Calf Raise,None,Calves,None,assets/media/exercises/ex_0336_video.mp4,assets/media/exercises/ex_0336_thumbnail.jpg,"1. Place the ball of your right foot on an elevated platform and grab onto something for balance. | 2. Bring your shoulders back, engage your abs, and straighten your right leg. | 3. Take a breath and lower your heel to the floor by flexing your ankle. | 4. Move down until you feel a stretch in your calve and press through your heel to extend your ankle. | 5. Squeeze your calf at the top and exhale. | 6. Once finished, place the ball of your opposite foot on the platform and do the same number of reps."
Single Leg Standing Calf Raise (Barbell),Barbell,Calves,None,assets/media/exercises/ex_0337_video.mp4,assets/media/exercises/ex_0337_thumbnail.jpg,"1. Place a loaded barbell on your back, similar to how you would for the squat. | 2. Position the ball of one foot on an elevated platform. Keep your other foot on the platform for balance. | 3. Bring your shoulders back, flex your abs, and take a breath. | 4. Extend your ankle, squeezing your calve muscle at the top. Breathe out. | 5. Flex your ankle to lower yourself to the starting position as you breathe in. | 6. Once finished, position the ball of your other foot on the platform and repeat for the same number of reps."
Single Leg Standing Calf Raise (Dumbbell),Dumbbell,Calves,None,assets/media/exercises/ex_0338_video.mp4,assets/media/exercises/ex_0338_thumbnail.jpg,"1. Hold a dumbbell in your left hand and place the ball of your right foot on an elevated platform. Keep your left foot in the air. | 2. Grab onto something for balance with your right hand. | 3. Engage your abs, take a breath, and straighten your right leg. | 4. Press through the ball of your foot to elevate yourself and squeeze your calf as you breathe out. | 5. Slowly lower your body by flexing your ankle and breathe in. You should feel a stretch in your calves. | 6. Repeat. | 7. Once finished, place the ball of your left foot on the platform and do the same number of reps."
Single Leg Standing Calf Raise (Machine),Machine,Calves,None,assets/media/exercises/ex_0339_video.mp4,assets/media/exercises/ex_0339_thumbnail.jpg,"1. Select the appropriate load on the machine. | 2. Place the ball of your right foot on the platform and position your shoulders against the pads. Keep your leg straight. | 3. Grab the handles for support, engage your abs, and take a breath. | 4. Push through the ball of your foot to extend your ankle and squeeze your calve muscle as you breathe out. | 5. Slowly lower your ankle to the floor, stretching your calf. Breathe in on the way down. | 6. Once finished training your right calve, place your left foot on the platform and repeat for the same number of reps."
Sissy Squat (Weighted),None,Quadriceps,None,assets/media/exercises/ex_0340_video.mp4,assets/media/exercises/ex_0340_thumbnail.jpg,"1. Grab a weight plate, lift it in front of your chest, and hold it with one arm. | 2. Stand before a gym bench or another object you can hold onto for balance. | 3. Grab the object for support. | 4. Have your feet a few inches apart, engage your abs, and take a breath. | 5. Descend into a squat while simultaneously leaning your torso back. | 6. As you move down, allow your heels to lift off the floor and support yourself on the balls of your feet. | 7. Go down as much as possible, feeling your quadriceps stretch. | 8. Engage your quadriceps to straighten your legs and stand tall. Exhale near the top."
Sit Up,None,Abdominals,None,assets/media/exercises/ex_0341_video.mp4,assets/media/exercises/ex_0341_thumbnail.jpg,"1. Place an exercise mat on the floor and lie on it. | 2. Bend your knees and plant your feet flat on the floor. | 3. Position your hands in front of your face or behind your head. | 4. Take a breath and crunch your torso by engaging your abs, lifting your upper body to an upright position. | 5. Breathe out at the top position and slowly lower your torso as you breathe in."
Sit Up (Weighted),None,Abdominals,None,assets/media/exercises/ex_0342_video.mp4,assets/media/exercises/ex_0342_thumbnail.jpg,"1. Place a dumbbell or weight plate on the floor and lie next to it. | 2. Bend your knees and plant your feet flat on the floor. | 3. Grab the weight and position it over your chest. | 4. Take a breath and crunch your torso by engaging your abs, lifting your torso to an upright position. Exhale. | 5. Hold for a moment and lower your torso slowly as you breathe in."
Skullcrusher (Barbell),Barbell,Triceps,None,assets/media/exercises/ex_0343_video.mp4,assets/media/exercises/ex_0343_thumbnail.jpg,"1. Load a straight bar, lift it off the floor, and support it in front of your chest. | 2. Carefully sit on a flat gym bench and lie back while keeping the bar close to your torso. | 3. Extend your arms and bring your shoulders back. Plant your feet on the floor. | 4. Take a breath and lower the barbell to your forehead or behind your head. | 5. Pause for a moment and extend your arms while keeping your elbows in position. Exhale near the top."
Skullcrusher (Dumbbell),Dumbbell,Triceps,None,assets/media/exercises/ex_0344_video.mp4,assets/media/exercises/ex_0344_thumbnail.jpg,"1. Grab a pair of dumbbells and lie on a flat gym bench. | 2. Straighten your arms and position the dumbbells over your chest with your wrists neutral (hands facing one another). | 3. Bring your shoulders back, engage your abs, and plant your feet flat on the floor. | 4. Take a breath and slowly bend your elbows to bring the dumbbells to the sides of your head. | 5. Hold the position momentarily and extend your arms by squeezing your triceps. Exhale near the top."
Sled Push,Other,Full Body,None,assets/media/exercises/ex_0345_video.mp4,assets/media/exercises/ex_0345_thumbnail.jpg,"1. Load a sled with the appropriate amount of weight. | 2. Lean forward, grab the two handles, and straighten your arms. | 3. Bring your shoulders back, engage your abs, and have the balls of your feet on the ground. | 4. Take a breath and press through the balls of your feet to move forward. | 5. Move forward slowly, pressing through your feet. Breathe steadily and go for as long as possible."
Snatch,Barbell,Full Body,None,assets/media/exercises/ex_0346_video.mp4,assets/media/exercises/ex_0346_thumbnail.jpg,"1. Stand in front of a loaded barbell. Your feet should be underneath the bar, and your shins should be a couple of inches away. | 2. Lean forward and grab the bar with a wide snatch grip. | 3. Lower your hips, bring your shoulders back to straighten your back, and adjust yourself to the bar. Your knees should extend over the bar. | 4. Engage your abs and take a breath. | 5. Powerfully drive through your heels as if trying to squat the weight. | 6. As the barbell glides close to your body and reaches your hips, press through your heels for a second time, powerfully extending your knees and hips. Simultaneously, pull the bar up in a vertical line. | 7. Drop by bending your knees and receive the barbell overhead with your arms straight. | 8. Press through your heels to perform an overhead squat and exhale at the top. | 9. Lower the barbell to the floor, keeping it close to your body."
Spider Curl (Barbell),Barbell,Biceps,None,assets/media/exercises/ex_0347_video.mp4,assets/media/exercises/ex_0347_thumbnail.jpg,"1. Set the incline of a gym bench at roughly 45 degrees. | 2. Position yourself on the bench with your stomach and chest flat against the back support. | 3. Reach down and grab the barbell with an even underhand grip (palms facing forward). Alternatively, have someone hand you the bar. | 4. Engage your abs and take a breath. | 5. Curl the barbell while keeping your elbows stationary. | 6. Bend your arms until your wrists are higher than your elbows. Squeeze your biceps and breathe out. | 7. Slowly lower the barbell and fully extend your arms as you breathe in."
Spider Curl (Dumbbell),Dumbbell,Biceps,None,assets/media/exercises/ex_0348_video.mp4,assets/media/exercises/ex_0348_thumbnail.jpg,"1. Set a gym bench at a 45 to 60-degree incline. | 2. Grab a pair of dumbbells and sit on the bench with your chest and stomach against the back support. Your arms should hang down with your palms facing forward. | 3. Take a deep breath and curl both dumbbells, not moving your elbows forward. Exhale at the top. | 4. Extend your arms as you breathe in."
Spiderman,None,Abdominals,None,assets/media/exercises/ex_0349_video.mp4,assets/media/exercises/ex_0349_thumbnail.jpg,"1. Get down on all fours and extend your body in an elbow plank position. | 2. Have your forearms flat on the floor, supporting your upper body, and your legs extended with your toes supporting your lower body. | 3. Keep your buttocks slightly elevated, back neutral, and abs engaged for support. | 4. Take a breath, tuck your right knee to your right elbow, and exhale. | 5. Bring your knee back to the starting position as you breathe in. | 6. Tuck your left knee to your left elbow. | 7. Continue alternating between left and right until you finish the set."
Spinning,Machine,Cardio,None,assets/media/exercises/ex_0350_video.mp4,assets/media/exercises/ex_0350_thumbnail.jpg,"1. Adjust the seat height and get on top of the cardio machine. | 2. Select the appropriate program and grab the handles. | 3. Place your feet flat on the pedals, bring your shoulders back, and direct your gaze forward. | 4. Cycle steadily and maintain a steady breath."
Split Jerk,Barbell,Full Body,None,assets/media/exercises/ex_0351_video.mp4,assets/media/exercises/ex_0351_thumbnail.jpg,"1. Hold a barbell at neck level with your arms wide. | 2. Bring your shoulders back, engage your abs, and have your feet in a comfortable stance. | 3. Take a breath and descend a few inches by bending your knees. | 4. Push through your heels and immediately thrust the barbell overhead. | 5. Immediately split your stance, bringing your dominant leg forward and the non-dominant one back to receive the barbell. | 6. Position your feet in line and slowly lower the barbell to neck level as you exhale."
Split Squat (Dumbbell),Dumbbell,Quadriceps,"Hamstrings, Glutes",assets/media/exercises/ex_0352_video.mp4,assets/media/exercises/ex_0352_thumbnail.jpg,"1. Grab a pair of dumbbells and stand tall. | 2. Retract your shoulder blades, engage your abs, and bring your right leg forward, planting the foot flat on the ground. | 3. Take a breath and bend your right knee to descend into a split squat. | 4. Descend until your back knee taps the floor and press through your front heel to straighten your right leg. Exhale near the top. | 5. Once finished training your right leg, bring your left leg forward and do the same number of reps."
Squat (Band),Resistance Band,Quadriceps,"Hamstrings, Glutes",assets/media/exercises/ex_0353_video.mp4,assets/media/exercises/ex_0353_thumbnail.jpg,"1. Take a large looped resistance band and step over it with both feet. | 2. Have your feet in a comfortable stance for squatting. | 3. Grab the opposite side of the band, raise it overhead, and place it behind your neck. | 4. Stand tall, bring your shoulders back, engage your abs, and breathe in. | 5. Descend until your thighs are parallel to the floor. | 6. Hold for a moment and press through your heels to bring yourself to the top. Exhale."
Squat (Bodyweight),None,Quadriceps,"Hamstrings, Glutes",assets/media/exercises/ex_0354_video.mp4,assets/media/exercises/ex_0354_thumbnail.jpg,"1. Stand tall with your feet in a comfortable stance, shoulders back, and gaze directed forward. | 2. Lift your arms in front of you for balance and take a breath. | 3. Squat and keep your heels in contact with the floor. | 4. Move down until your thighs are parallel to the ground. | 5. Push through your heels to bring yourself to the top and exhale."
Squat (Dumbbell),Dumbbell,Quadriceps,"Hamstrings, Glutes",assets/media/exercises/ex_0355_video.mp4,assets/media/exercises/ex_0355_thumbnail.jpg,"1. Grab a pair of dumbbells and stand tall with your arms straight and to your sides. | 2. Bring your shoulders back, engage your abs, and have your feet in a comfortable stance. | 3. Take a breath and descend by bending your knees. | 4. Move down until your thighs are parallel to the floor, and keep your heels in contact with the ground. | 5. Press through your heels to move up and exhale near the top."
Squat (Machine),Machine,Quadriceps,"Hamstrings, Glutes",assets/media/exercises/ex_0356_video.mp4,assets/media/exercises/ex_0356_thumbnail.jpg,"1. Position your back and shoulders against the pad. | 2. Have your feet hip-width apart with your toes pointing slightly out. | 3. Bring your shoulders back, engage your abs, and take a breath. | 4. Pull the safety lever away to unrack the weight. | 5. Bend your knees to descend into a squat and keep your heels in contact with the floor. | 6. Squat until your thighs are parallel to the floor. | 7. Press through your heels to bring yourself to the top and exhale. | 8. Once finished, bring the safety lever back and rack the weight."
Squat (Smith Machine),Machine,Quadriceps,"Hamstrings, Glutes",assets/media/exercises/ex_0357_video.mp4,assets/media/exercises/ex_0357_thumbnail.jpg,"1. Position the Smith machine bar at just below collarbone height. | 2. Grab the bar with an overhand grip, tuck your head underneath, and position your upper back against the bar. | 3. Walk your feet out a bit and have them hip-width apart. | 4. Extend your knees to unrack the bar. | 5. Engage your abs, breathe in, and squat by bending your knees. | 6. Descend until your thighs are parallel to the floor. | 7. Press through your heels to move back to the top and exhale. | 8. Once finished, rack the bar and relax your body."
Squat (Suspension),Suspension,Quadriceps,"Glutes, Hamstrings",assets/media/exercises/ex_0358_video.mp4,assets/media/exercises/ex_0358_thumbnail.jpg,"1. Grab the handles of a suspension kit and bend your arms at a 90-degree angle. | 2. Bring your shoulders back, engage your abs, and have your feet in a comfortable squatting stance. | 3. Inhale and squat while keeping your heels in contact with the floor. | 4. Continue until your thighs become parallel to the floor, and pause for a moment. | 5. Press through your heels and bring yourself to the top as you exhale."
Squat Row,Machine,Full Body,None,assets/media/exercises/ex_0359_video.mp4,assets/media/exercises/ex_0359_thumbnail.jpg,"1. Select the appropriate load on a cable machine. | 2. Set the pulley at hip height and attach a rope or handle. | 3. Grab the cable attachment, take a step back to lift the weight off its stack, and bring your shoulders back. | 4. With your arms straight, descend into a squat. | 5. Go down until your thighs are parallel to the floor. | 6. Press through your heels to move up and immediately row the weight to your stomach as you breathe out."
Stair Machine (Floors),Machine,Cardio,None,assets/media/exercises/ex_0360_video.mp4,assets/media/exercises/ex_0360_thumbnail.jpg,1. Climb on top of the machine and turn it on. | 2. Select a low speed and grab the handrails for support. | 3. Climb the moving stairs while keeping your shoulders back and abs engaged. | 4. Maintain a steady breath. | 5. Increase the speed to a sustainable pace once you’re familiar with the machine.
Stair Machine (Steps),Machine,Cardio,None,assets/media/exercises/ex_0361_video.mp4,assets/media/exercises/ex_0361_thumbnail.jpg,1. Climb on top of the machine and turn it on. | 2. Select a low speed and grab the handrails for support. | 3. Climb the moving stairs while keeping your shoulders back and abs engaged. | 4. Maintain a steady breath. | 5. Increase the speed to a sustainable pace once you’re familiar with the machine.
Standing Cable Glute Kickbacks,Machine,Glutes,Hamstrings,assets/media/exercises/ex_0362_video.mp4,assets/media/exercises/ex_0362_thumbnail.jpg,"1. Set the pulley to the lowest position and select the appropriate weight. | 2. Attach an ankle strap to the pulley. | 3. Face the cable machine and wrap the strap around your right ankle, just above the foot. | 4. Bend forward, grab the cable machine’s pillars for balance, and engage your abs. | 5. Take a breath and bring your right leg back in one fluid motion, squeezing your glute at the top and exhaling. | 6. Slowly bring the leg to the starting position and breathe in. | 7. Once finished, wrap the strap over your other ankle, lean forward, and do the same number of reps."
Standing Calf Raise,None,Calves,None,None,assets/media/exercises/ex_0363_thumbnail.jpg,"1. Stand tall with your feet together, knees extended, shoulders back, and arms to your sides. | 2. Take a breath. | 3. Press through the balls of your feet to extend your ankles, raising yourself a couple of inches. Exhale. | 4. Lower yourself to the starting position as you breathe in."
Standing Calf Raise (Barbell),Barbell,Calves,None,assets/media/exercises/ex_0364_video.mp4,assets/media/exercises/ex_0364_thumbnail.jpg,"1. Position a barbell on your upper back muscles behind your neck and hold it with both hands. | 2. Place the balls of your feet on an elevated platform and have your heels on the floor. | 3. Bring your shoulders back and engage your abs. | 4. Take a breath and extend your ankles, lifting your heels and squeezing your calves as you exhale. | 5. Lower your heels without resting them on the floor as you breathe in."
Standing Calf Raise (Dumbbell),Dumbbell,Calves,None,assets/media/exercises/ex_0365_video.mp4,assets/media/exercises/ex_0365_thumbnail.jpg,"1. Hold a dumbbell in one hand. | 2. Place the balls of your feet on an elevated platform. | 3. Use your free hand to grab onto something for balance. | 4. Extend your knees, squeeze your glutes, engage your abs, and retract your shoulders. | 5. Take a breath and flex your ankles, bringing your heels to the floor. | 6. Go down as much as possible, feeling your calves stretch. | 7. Hold for a moment and extend your ankles to raise yourself, squeezing your calves at the top as you exhale."
Standing Calf Raise (Machine),Machine,Calves,None,assets/media/exercises/ex_0366_video.mp4,assets/media/exercises/ex_0366_thumbnail.jpg,"1. Select the appropriate load. | 2. Put your shoulders and upper back against the machine’s pad. | 3. Position the balls of your feet on the platform and extend your knees. | 4. Grab the handles by the machine’s pad for extra support. | 5. Take a breath and extend your ankles, squeezing your calves at the top, and exhale. | 6. Lower yourself slowly, feeling your calves stretch at the bottom. Breathe in on the way down."
Standing Calf Raise (Smith),Machine,Calves,None,assets/media/exercises/ex_0367_video.mp4,assets/media/exercises/ex_0367_thumbnail.jpg,"1. Set the bar at the appropriate height, where you can unrack it as you fully extend your knees. | 2. Add the appropriate weight and position a calf raise block under the bar. | 3. Position your trapezius against the bar, grab it with both hands, and place the balls of your feet on the platform. | 4. Engage your entire body and straighten your knees to unrack the bar. | 5. Inhale and slowly lower yourself by allowing your ankles to flex. Keep your knees extended. | 6. Pause briefly at the bottom and push through the balls of your feet to extend your ankles. Squeeze your calves and pause briefly as you exhale."
Standing Leg Curls,Machine,Hamstrings,Calves,assets/media/exercises/ex_0368_video.mp4,assets/media/exercises/ex_0368_thumbnail.jpg,"1. Select the appropriate weight on the machine. | 2. Stand tall, grab the handles for support, and position your right Achilles heel against the machine’s pad. | 3. Bring your shoulders back, engage your abs, and take a breath. | 4. Slowly bend your leg until your ankle is slightly higher than your knee. | 5. Squeeze your hamstring muscle at the top and exhale. | 6. Slowly extend your leg as you breathe in. | 7. Once finished training one side, position your opposite Achilles heel against the pad and do the same number of reps."
Standing Military Press (Barbell),Barbell,Shoulders,Triceps,assets/media/exercises/ex_0369_video.mp4,assets/media/exercises/ex_0369_thumbnail.jpg,"1. Position the barbell at collarbone height on a rack or stand. | 2. Stand a few inches from the bar and grab it with an overhand grip. Have your hands shoulder-width apart. | 3. With your hands gripping the bar, tuck yourself underneath and retract your shoulders. | 4. Take a breath, engage your glutes, and push through your legs to unrack the bar. | 5. With your elbows tucked in, back straight, and gaze forward, take a couple of steps back and have your feet at hip-width distance. | 6. Take a deep breath, engage your abs, and push through your elbows in a vertical line. | 7. Push until your elbows lock out and exhale. | 8. Slowly lower the bar to neck level as you breathe in."
Step Up,Other,Quadriceps,"Hamstrings, Glutes",assets/media/exercises/ex_0370_video.mp4,assets/media/exercises/ex_0370_thumbnail.jpg,"1. Stand in front of a flat gym bench or plyometric box. Have your feet hip-width apart with your toes pointing slightly out. | 2. Bring your shoulders back and engage your abs. | 3. Take a breath, lift your right leg, and plant the foot on the elevated platform. | 4. Push through the heel to extend your body and bring yourself on top of the elevated object. Exhale. | 5. Step off the platform, take another breath and extend your opposite leg."
Sternum Pull up (Gironda),Machine,Lats,"Upper Back, Biceps, Forearms",assets/media/exercises/ex_0371_video.mp4,assets/media/exercises/ex_0371_thumbnail.jpg,"1. Reach up and grab the pull-up bar with an even overhand grip (palms facing forward). Have your hands shoulder-width apart or slightly wider. | 2. Bring your shoulders back, engage your abs, and squeeze your glutes. | 3. Bring your shoulder blades as far back as your strength and mobility allow. Keep your midsection engaged and lean your torso back. | 4. Take a breath and pull yourself up until your lower chest touches the bar, then exhale. | 5. Lower yourself with control and breathe in as you descend."
Straight Arm Lat Pulldown (Cable),Machine,Lats,Triceps,assets/media/exercises/ex_0372_video.mp4,assets/media/exercises/ex_0372_thumbnail.jpg,"1. Select the appropriate load. | 2. Set the pulley to the highest position and attach a straight bar. | 3. Grab the bar with an overhand grip (palms facing down). | 4. Step back to raise the weight from its stack. | 5. Engage your abs, retract your shoulder blades, and squeeze your glutes. You can stagger your stance (bring one foot forward and the other back) for balance. | 6. Take a breath and bring the bar to your hips in one fluid motion. Keep your arms straight and exhale. | 7. Slowly let the bar travel forward and up as you breathe in."
Straight Leg Deadlift,Barbell,Hamstrings,"Glutes, Lower Back, Upper Back, Lats, Traps",assets/media/exercises/ex_0373_video.mp4,assets/media/exercises/ex_0373_thumbnail.jpg,1. Stand in front of a loaded barbell. | 2. Position your feet underneath and have your shins a couple of inches from the bar. | 3. Lean forward by hinging at the hips. | 4. Grab the bar with a double overhand grip (palms facing back). | 5. Bring your shoulders back and engage your abs. Keep your legs straight. | 6. Take a breath and pull the bar in a straight vertical line while pushing through your heels. | 7. Squeeze your glutes at the top and exhale. | 8. Slowly lower the bar in the same straight line and breathe in on the way down or before initiating the next rep.
Sumo Deadlift,Barbell,Glutes,"Hamstrings, Quadriceps, Adductors, Lower Back, Upper Back, Lats, Traps",assets/media/exercises/ex_0374_video.mp4,assets/media/exercises/ex_0374_thumbnail.jpg,"1. Stand before a loaded barbell with your feet spread wide and your toes pointing out. Your shins should be close to the bar but not in contact. | 2. Bend forward and grab the barbell with a double overhand grip (palms facing back). Your hands should be shoulder-width apart, with your elbows a few inches from your inner thighs. | 3. Bring your shoulders back and lift your chest. Doing so will straighten your back, position your hips at the correct height, and bring your shins against the barbell. | 4. With your body tense and arms straight, breathe into your belly. | 5. Pull the barbell forcefully as you dig your heels into the floor. | 6. Extend your knees and hips as the barbell travels in a straight vertical line and close to your body. | 7. Squeeze your glutes at the top to complete the repetition and exhale, but don’t hyperextend your back. | 8. Lower the barbell in the same vertical line. Breathe in on the way down or before initiating the next rep."
Sumo Squat,None,Quadriceps,"Glutes, Adductors, Hamstrings",assets/media/exercises/ex_0375_video.mp4,assets/media/exercises/ex_0375_thumbnail.jpg,"1. Stand tall and assume a wider-than-shoulder-level stance with your toes pointing out. | 2. Retract your shoulder blades and raise your arms in front of your body for balance. | 3. Take a deep breath, engage your abs, and squat. | 4. Move down until your thighs are parallel to the floor, and press through your heels to return to the top as you exhale."
Sumo Squat (Barbell),Barbell,Quadriceps,"Hamstrings, Glutes, Adductors",assets/media/exercises/ex_0376_video.mp4,assets/media/exercises/ex_0376_thumbnail.jpg,"1. Set the barbell at collarbone height. | 2. Place your hands evenly over the bar, slightly wider than shoulder level apart. | 3. Tuck your head under the bar, placing it on your upper back. | 4. Plant your feet on the floor, take a breath, and unrack the bar. | 5. Take a couple of steps back. | 6. Widen your stance as much as possible with your toes pointing out. | 7. Bring your chest out and take a breath. | 8. Squat slowly, keeping your heels in contact with the floor. | 9. Descend until your thighs are parallel to the floor, hold for a moment, and press through your heels, exhaling near the top."
Sumo Squat (Dumbbell),Dumbbell,Quadriceps,"Glutes, Adductors, Hamstrings",assets/media/exercises/ex_0377_video.mp4,assets/media/exercises/ex_0377_thumbnail.jpg,1. Place a dumbbell in a vertical position on the floor and stand before it. | 2. Squat down and grab the top weight plate with both hands. | 3. Stand tall and assume a comfortable squatting stance. A wide (sumo) stand would give you more room to squat comfortably. | 4. Take a deep breath and engage your abs. | 5. Slowly descend into a squat until your thighs are parallel to the floor. | 6. Push through your heels to move back to the top as you exhale.
Sumo Squat (Kettlebell),Kettlebell,Quadriceps,"Glutes, Adductors, Hamstrings",assets/media/exercises/ex_0378_video.mp4,assets/media/exercises/ex_0378_thumbnail.jpg,"1. Grab a kettlebell by the handle and stand tall with your arms straight and the weight in front of your body. | 2. Assume a wider-than-shoulder-level stance, with your toes pointing out. | 3. Retract your shoulder blades, take a deep breath, and engage your abs. | 4. Descend until your thighs are parallel to the floor, and pause for a moment. | 5. Press through your heels to move back to the top and exhale."
Superman,None,Lower Back,"Glutes, Hamstrings",assets/media/exercises/ex_0379_video.mp4,assets/media/exercises/ex_0379_thumbnail.jpg,"1. Lie face down on the floor with your legs straight and arms extended to the sides of your head. | 2. Have your toes, knees, thighs, stomach, and chest in contact with the floor. | 3. Take a breath and extend your arms and legs toward the ceiling as high as possible. Breathe out. | 4. Hold the arched position for a couple of seconds, and relax your body as you breathe in."
